timestamp,open,high,low,close,volume
2025-04-28 00:00:00,93728.16,93728.16,93714.09,93728.15,1.26076
2025-04-28 00:01:00,93728.15,93729.64,93695.65,93695.65,1.82237
2025-04-28 00:02:00,93695.65,93695.67,93695.4,93695.65,0.49336
2025-04-28 00:03:00,93695.65,93731.8,93695.64,93703.65,1.7708
2025-04-28 00:04:00,93700.51,93700.51,93676.0,93676.01,1.1604
2025-04-28 00:05:00,93676.01,93696.46,93674.81,93696.46,2.02818
2025-04-28 00:06:00,93674.23,93708.98,93664.75,93673.99,4.07353
2025-04-28 00:07:00,93673.99,93673.99,21816.7,93538.99,1.37049
2025-04-28 00:08:00,93442.4,93538.99,21816.7,93397.62,0.57674
2025-04-28 00:09:00,93397.62,93400.64,93370.0,93399.96,1.64044
2025-04-28 00:10:00,93399.96,93400.64,93351.44,93379.16,2.14837
2025-04-28 00:11:00,93379.15,93566.08,93365.42,93416.83,2.74082
2025-04-28 00:12:00,93418.48,93493.95,93416.31,93493.95,2.90659
2025-04-28 00:13:00,93439.98,93439.98,93291.32,93400.3,3.47587
2025-04-28 00:14:00,93407.51,93410.87,93394.83,93410.87,1.63276
2025-04-28 00:15:00,93394.83,93448.04,93394.83,93448.04,1.87104
2025-04-28 00:16:00,93464.56,93526.08,93463.43,93477.98,2.89575
2025-04-28 00:17:00,93477.98,93526.09,93477.98,93495.51,1.52399
2025-04-28 00:18:00,93495.5,93495.51,93458.02,93458.02,1.75187
2025-04-28 00:19:00,93458.02,93495.02,93457.01,93482.15,2.54758
2025-04-28 00:20:00,93482.63,93540.0,93482.15,93539.99,3.46033
2025-04-28 00:21:00,93540.0,93571.43,93539.99,93559.97,2.80714
2025-04-28 00:22:00,93559.97,93590.28,93558.7,93574.0,2.40488
2025-04-28 00:23:00,93574.0,93574.0,21816.7,93429.72,2.51377
2025-04-28 00:24:00,93429.72,93564.65,21760.4,93511.62,3.31372
2025-04-28 00:25:00,93511.97,93565.15,93347.82,93479.09,0.83576
2025-04-28 00:26:00,93477.29,93478.27,93466.56,93475.57,1.37803
2025-04-28 00:27:00,93475.57,93520.58,93475.57,93507.61,2.43647
2025-04-28 00:28:00,93507.61,93517.56,93498.2,93517.56,1.86067
2025-04-28 00:29:00,93517.56,93531.98,93517.56,93526.19,1.01741
2025-04-28 00:30:00,93526.19,93604.0,93523.96,93602.2,2.8695
2025-04-28 00:31:00,93602.2,93608.77,93602.2,93608.7,1.65816
2025-04-28 00:32:00,93608.77,93677.55,93608.7,93677.54,2.02206
2025-04-28 00:33:00,93677.55,93690.69,93664.53,93664.54,1.1622
2025-04-28 00:34:00,93664.55,93718.0,93657.24,93718.0,3.19458
2025-04-28 00:35:00,93718.0,93719.1,93687.73,93688.65,1.87352
2025-04-28 00:36:00,93689.8,93738.99,93687.52,93695.66,2.19046
2025-04-28 00:37:00,93694.05,93695.66,93652.17,93675.97,2.10801
2025-04-28 00:38:00,93675.96,93681.75,93675.79,93675.79,2.05015
2025-04-28 00:39:00,93675.79,93682.14,93625.01,93670.16,1.64758
2025-04-28 00:40:00,93670.17,93722.99,93670.16,93672.41,2.93718
2025-04-28 00:41:00,93672.41,93692.7,93670.01,93688.0,1.48296
2025-04-28 00:42:00,93688.38,93688.41,93649.36,93649.36,0.99722
2025-04-28 00:43:00,93649.36,93649.36,93628.51,93640.02,0.40094
2025-04-28 00:44:00,93637.91,93640.77,93604.3,93604.3,0.96508
2025-04-28 00:45:00,93604.3,93652.13,93604.3,93635.73,1.83007
2025-04-28 00:46:00,93652.14,93656.4,93563.68,93563.68,1.68632
2025-04-28 00:47:00,93565.22,93565.22,93504.85,93518.63,2.12562
2025-04-28 00:48:00,93520.0,93535.99,93518.63,93535.99,1.22422
2025-04-28 00:49:00,93534.6,93546.59,93504.59,93504.6,1.42253
2025-04-28 00:50:00,93504.6,93505.43,93462.96,93462.97,1.34253
2025-04-28 00:51:00,93462.96,93495.02,93462.66,93485.91,1.94077
2025-04-28 00:52:00,93485.92,93490.67,93484.12,93490.67,1.76904
2025-04-28 00:53:00,93493.0,93493.03,93471.75,93472.37,0.9321
2025-04-28 00:54:00,93475.0,93500.0,93460.0,93460.02,2.09704
2025-04-28 00:55:00,93460.01,93460.03,93451.33,93451.33,1.08476
2025-04-28 00:56:00,93451.7,93462.19,93415.01,93416.09,0.94388
2025-04-28 00:57:00,93415.01,93423.09,93410.31,93422.36,1.12726
2025-04-28 00:58:00,93422.36,93428.89,93409.21,93409.21,2.46876
2025-04-28 00:59:00,93389.56,93393.87,93383.5,93392.34,1.88133
2025-04-28 01:00:00,93392.34,93406.79,93392.34,93406.79,1.99818
2025-04-28 01:01:00,93406.79,93432.16,93406.79,93409.22,2.02826
2025-04-28 01:02:00,93409.22,93443.95,93395.88,93443.95,3.04232
2025-04-28 01:03:00,93407.54,93662.15,93407.54,93500.17,2.18369
2025-04-28 01:04:00,93500.17,93566.0,93500.08,93565.21,3.5737
2025-04-28 01:05:00,93566.0,93593.48,93543.35,93543.38,1.60933
2025-04-28 01:06:00,93543.38,93560.5,93503.22,93504.32,2.19522
2025-04-28 01:07:00,93503.22,93503.22,21760.4,93335.94,3.533
2025-04-28 01:08:00,93335.99,93353.98,93325.98,93348.59,2.83617
2025-04-28 01:09:00,93348.59,93404.5,93348.59,93394.0,2.62238
2025-04-28 01:10:00,93397.55,93398.59,93340.0,93340.0,0.70829
2025-04-28 01:11:00,93340.0,93340.02,93246.17,93251.25,2.32959
2025-04-28 01:12:00,93250.62,93308.17,93228.03,93308.15,3.88016
2025-04-28 01:13:00,93308.17,93308.3,93255.46,93261.35,2.33172
2025-04-28 01:14:00,93255.46,93288.79,93254.92,93254.92,2.96816
2025-04-28 01:15:00,93333.34,93341.49,93254.92,93336.8,3.54229
2025-04-28 01:16:00,93270.29,93324.98,93258.64,93275.37,2.25521
2025-04-28 01:17:00,93275.37,93324.98,93234.64,93234.64,2.09848
2025-04-28 01:18:00,93234.64,93234.66,93195.47,93208.72,2.02056
2025-04-28 01:19:00,93208.72,93211.29,93206.13,93206.2,0.01872
2025-04-28 01:20:00,93206.21,93215.26,93206.11,93213.66,0.35004
2025-04-28 01:21:00,93213.68,93233.42,93208.66,93208.67,1.79629
2025-04-28 01:22:00,93208.67,93249.16,93208.1,93249.16,4.12768
2025-04-28 01:23:00,93256.8,93288.6,93033.49,93033.49,2.01616
2025-04-28 01:24:00,93034.05,93040.46,93033.05,93033.05,1.5219
2025-04-28 01:25:00,93040.46,93040.46,93007.98,93007.99,0.76821
2025-04-28 01:26:00,93008.08,93070.0,93007.98,93066.65,2.11949
2025-04-28 01:27:00,93048.16,93055.93,93044.34,93044.34,1.882
2025-04-28 01:28:00,93044.34,93044.4,93007.97,93007.97,1.97468
2025-04-28 01:29:00,93008.04,93045.26,93007.98,93043.48,1.37203
2025-04-28 01:30:00,93043.48,93043.51,93005.76,93005.76,1.01709
2025-04-28 01:31:00,93005.76,93051.25,93005.71,93030.08,1.22911
2025-04-28 01:32:00,93030.08,93051.25,93030.07,93038.53,0.95828
2025-04-28 01:33:00,93048.67,93048.69,92965.57,92965.57,1.85288
2025-04-28 01:34:00,92965.56,92965.57,92949.9,92949.9,1.55069
2025-04-28 01:35:00,92949.9,92950.1,92900.0,92900.01,3.01867
2025-04-28 01:36:00,92900.01,92920.8,92899.99,92899.99,1.52111
2025-04-28 01:37:00,92920.8,92922.01,92899.99,92900.0,0.26531
2025-04-28 01:38:00,92900.0,92900.08,92883.06,92883.06,0.17907
2025-04-28 01:39:00,92883.07,92883.07,92828.63,92838.0,2.84503
2025-04-28 01:40:00,92838.0,93005.76,92838.0,93005.73,1.42499
2025-04-28 01:41:00,93005.73,93005.77,92947.73,92947.73,1.03451
2025-04-28 01:42:00,92947.73,92947.74,92884.7,92896.98,1.49783
2025-04-28 01:43:00,92896.98,92897.0,92876.95,92880.25,0.80923
2025-04-28 01:44:00,92876.95,92880.25,92839.7,92861.35,2.58424
2025-04-28 01:45:00,92861.35,92904.77,92847.97,92904.77,2.21355
2025-04-28 01:46:00,92905.05,92905.07,92869.58,92905.05,2.24529
2025-04-28 01:47:00,92869.58,93000.74,92868.85,92957.75,3.60237
2025-04-28 01:48:00,92957.75,92988.99,92954.14,92986.78,2.88718
2025-04-28 01:49:00,92988.99,92999.04,92874.0,92874.02,2.69112
2025-04-28 01:50:00,92874.0,92957.61,92873.37,92913.92,2.71194
2025-04-28 01:51:00,92913.92,92914.06,92861.47,92861.47,3.11457
2025-04-28 01:52:00,92861.47,92907.94,92847.99,92905.6,1.53162
2025-04-28 01:53:00,92905.6,92911.91,92904.9,92904.9,1.23229
2025-04-28 01:54:00,92911.91,92941.23,92869.83,92869.83,2.33399
2025-04-28 01:55:00,92869.83,92869.84,92821.58,92825.0,2.41061
2025-04-28 01:56:00,92825.0,92936.21,92821.57,92936.19,3.42013
2025-04-28 01:57:00,92936.19,92936.27,92896.06,92911.08,1.18094
2025-04-28 01:58:00,92911.08,92916.57,92892.9,92912.54,2.43659
2025-04-28 01:59:00,92916.57,92952.38,92909.31,92942.25,2.94084
2025-04-28 02:00:00,92942.25,92942.27,92913.03,92913.11,1.10263
2025-04-28 02:01:00,92913.04,92931.61,92911.52,92911.52,1.90561
2025-04-28 02:02:00,92931.61,93022.37,92911.52,93019.51,2.39083
2025-04-28 02:03:00,93022.37,93181.81,93019.51,93130.42,3.78388
2025-04-28 02:04:00,93130.42,93130.45,93098.73,93102.01,2.36875
2025-04-28 02:05:00,93102.0,93130.0,93086.95,93109.08,2.36802
2025-04-28 02:06:00,93109.49,93180.0,93109.08,93176.28,2.95289
2025-04-28 02:07:00,93176.35,93194.0,93173.76,93194.0,2.40183
2025-04-28 02:08:00,93194.0,93231.3,93190.47,93229.5,2.95431
2025-04-28 02:09:00,93229.8,93241.03,93186.87,93186.87,1.75771
2025-04-28 02:10:00,93186.87,93187.59,93068.5,93068.51,2.91733
2025-04-28 02:11:00,93068.51,93102.56,93068.5,93099.35,1.40309
2025-04-28 02:12:00,93099.35,93108.13,93086.94,93108.13,2.41725
2025-04-28 02:13:00,93108.13,93130.43,93107.01,93130.43,1.91338
2025-04-28 02:14:00,93130.43,93130.44,93117.79,93119.57,0.48453
2025-04-28 02:15:00,93119.59,93123.76,93052.91,93052.92,2.09138
2025-04-28 02:16:00,93052.92,93152.25,93051.13,93150.23,2.29763
2025-04-28 02:17:00,93150.25,93183.18,93150.23,93182.1,2.58669
2025-04-28 02:18:00,93182.1,93184.0,93157.88,93168.01,0.21005
2025-04-28 02:19:00,93167.93,93190.49,93167.51,93190.49,2.08929
2025-04-28 02:20:00,93217.4,93299.25,93173.79,93173.79,0.74372
2025-04-28 02:21:00,93173.8,93277.73,93173.44,93276.68,2.06378
2025-04-28 02:22:00,93276.68,93282.41,93273.08,93282.41,1.00501
2025-04-28 02:23:00,93281.54,93293.22,93176.96,93264.53,1.19539
2025-04-28 02:24:00,93264.51,93299.25,93248.3,93248.3,2.77665
2025-04-28 02:25:00,93248.3,93365.99,93248.3,93314.57,1.68445
2025-04-28 02:26:00,93314.57,93391.66,93314.0,93378.08,2.41437
2025-04-28 02:27:00,93378.24,93420.03,93378.08,93413.6,2.81957
2025-04-28 02:28:00,93413.97,93420.0,93316.77,93351.76,1.74781
2025-04-28 02:29:00,93351.76,93375.11,93336.42,93375.11,1.79182
2025-04-28 02:30:00,93378.42,93400.09,93376.87,93398.3,2.46185
2025-04-28 02:31:00,93400.09,93430.02,93400.09,93430.01,3.05636
2025-04-28 02:32:00,93430.0,93457.61,93429.99,93446.44,1.1052
2025-04-28 02:33:00,93446.45,93500.0,93445.93,93499.99,2.75577
2025-04-28 02:34:00,93499.99,93524.58,93494.14,93509.85,2.27849
2025-04-28 02:35:00,93501.85,93509.85,93440.68,93440.68,2.52972
2025-04-28 02:36:00,93443.46,93477.23,93440.68,93446.5,1.98794
2025-04-28 02:37:00,93446.5,93446.5,93420.76,93420.77,0.78224
2025-04-28 02:38:00,93420.77,93433.54,93406.67,93433.53,2.28572
2025-04-28 02:39:00,93433.52,93461.88,93428.56,93458.69,2.44331
2025-04-28 02:40:00,93458.71,93458.8,93453.51,93453.51,1.30044
2025-04-28 02:41:00,93454.02,93471.04,93406.67,93470.85,1.47694
2025-04-28 02:42:00,93470.85,93472.9,93458.42,93458.42,1.33605
2025-04-28 02:43:00,93423.98,93432.51,93420.13,93431.99,2.18777
2025-04-28 02:44:00,93432.49,93434.77,93420.13,93428.99,0.83323
2025-04-28 02:45:00,93429.01,93432.79,93416.66,93416.67,1.08165
2025-04-28 02:46:00,93416.66,93532.3,93406.67,93532.3,2.13006
2025-04-28 02:47:00,93445.6,93558.01,93416.26,93549.58,2.51875
2025-04-28 02:48:00,93540.63,93541.41,93537.92,93537.92,1.21932
2025-04-28 02:49:00,93522.64,93569.91,93521.29,93565.17,4.11311
2025-04-28 02:50:00,93570.58,93570.87,93521.56,93521.56,1.39915
2025-04-28 02:51:00,93522.13,93579.09,93508.57,93560.0,3.35608
2025-04-28 02:52:00,93560.01,93588.91,93560.0,93588.9,1.66671
2025-04-28 02:53:00,93585.46,93588.92,93551.47,93551.69,1.34175
2025-04-28 02:54:00,93588.28,93598.0,93549.21,93597.99,0.83596
2025-04-28 02:55:00,93597.99,93605.22,93564.96,93564.96,2.82449
2025-04-28 02:56:00,93555.86,93557.89,93500.0,93526.02,2.59647
2025-04-28 02:57:00,93527.42,93562.51,93527.42,93562.5,1.84535
2025-04-28 02:58:00,93562.51,93591.63,93562.5,93589.8,1.14549
2025-04-28 02:59:00,93590.0,93621.5,93564.47,93599.28,2.10411
2025-04-28 03:00:00,93599.28,93622.48,93555.53,93599.26,0.83368
2025-04-28 03:01:00,93599.24,93608.73,93599.24,93599.24,0.86526
2025-04-28 03:02:00,93599.24,93639.99,93599.24,93634.01,0.81226
2025-04-28 03:03:00,93634.01,93634.01,93535.51,93546.14,2.47721
2025-04-28 03:04:00,93546.14,93547.7,93535.21,93536.97,2.55743
2025-04-28 03:05:00,93536.97,93540.02,93500.01,93500.02,1.17629
2025-04-28 03:06:00,93500.01,93534.51,93499.99,93534.5,1.11045
2025-04-28 03:07:00,93534.51,93537.05,93501.59,93501.67,1.25611
