timestamp,open,high,low,close,volume
2025-04-28 00:00:00,0.01911,0.01911,0.01911,0.01911,0.01
2025-04-28 00:01:00,0.01912,0.01912,0.01911,0.01911,12.9469
2025-04-28 00:02:00,0.01911,0.01911,0.01911,0.01911,0.0
2025-04-28 00:03:00,0.01911,0.01911,0.01911,0.01911,8.737
2025-04-28 00:04:00,0.01911,0.01911,0.01911,0.01911,8.6814
2025-04-28 00:05:00,0.01911,0.01912,0.01911,0.01912,7.3531
2025-04-28 00:06:00,0.01912,0.01912,0.01912,0.01912,7.4268
2025-04-28 00:07:00,0.01912,0.01912,0.0191,0.01911,22.93
2025-04-28 00:08:00,0.01912,0.01912,0.01904,0.01906,66.2639
2025-04-28 00:09:00,0.01906,0.01906,0.01902,0.01904,57.0056
2025-04-28 00:10:00,0.01904,0.01905,0.01903,0.01904,47.4793
2025-04-28 00:11:00,0.01903,0.01904,0.01899,0.01902,55.9617
2025-04-28 00:12:00,0.01902,0.01905,0.01902,0.01905,51.6075
2025-04-28 00:13:00,0.01905,0.01907,0.01904,0.01906,21.1922
2025-04-28 00:14:00,0.01906,0.01907,0.01906,0.01907,3.6937
2025-04-28 00:15:00,0.01907,0.01909,0.01907,0.01908,45.5677
2025-04-28 00:16:00,0.01908,0.01908,0.01907,0.01908,20.8258
2025-04-28 00:17:00,0.01908,0.01909,0.01908,0.01908,8.5322
2025-04-28 00:18:00,0.01907,0.01907,0.01907,0.01907,20.7227
2025-04-28 00:19:00,0.01907,0.01908,0.01907,0.01908,38.0773
2025-04-28 00:20:00,0.01908,0.01908,0.01908,0.01908,8.4906
2025-04-28 00:21:00,0.01909,0.0191,0.01909,0.0191,16.6966
2025-04-28 00:22:00,0.0191,0.0191,0.01909,0.01909,4.4881
2025-04-28 00:23:00,0.01909,0.0191,0.01904,0.0191,34.4143
2025-04-28 00:24:00,0.0191,0.0191,0.019,0.019,93.3565
2025-04-28 00:25:00,0.019,0.01901,0.01899,0.019,9.6562
2025-04-28 00:26:00,0.01899,0.01899,0.01899,0.01899,4.254
2025-04-28 00:27:00,0.01899,0.019,0.01899,0.019,7.0426
2025-04-28 00:28:00,0.019,0.019,0.019,0.019,0.0
2025-04-28 00:29:00,0.019,0.019,0.019,0.019,9.9369
2025-04-28 00:30:00,0.01901,0.01902,0.01901,0.01902,29.9838
2025-04-28 00:31:00,0.01902,0.01903,0.01902,0.01903,45.0151
2025-04-28 00:32:00,0.01903,0.01904,0.01902,0.01903,19.3885
2025-04-28 00:33:00,0.01903,0.01903,0.01903,0.01903,2.8352
2025-04-28 00:34:00,0.01903,0.01903,0.01903,0.01903,2.246
2025-04-28 00:35:00,0.01903,0.01903,0.01898,0.019,49.6401
2025-04-28 00:36:00,0.019,0.01901,0.019,0.019,19.2459
2025-04-28 00:37:00,0.019,0.01901,0.019,0.019,12.6332
2025-04-28 00:38:00,0.019,0.01901,0.019,0.019,14.7975
2025-04-28 00:39:00,0.019,0.01901,0.019,0.01901,26.4235
2025-04-28 00:40:00,0.01901,0.01902,0.019,0.01901,38.1458
2025-04-28 00:41:00,0.019,0.019,0.01899,0.019,29.057
2025-04-28 00:42:00,0.019,0.019,0.019,0.019,18.9337
2025-04-28 00:43:00,0.019,0.019,0.019,0.019,1.7314
2025-04-28 00:44:00,0.019,0.019,0.019,0.019,0.0
2025-04-28 00:45:00,0.019,0.019,0.01899,0.01899,7.5545
2025-04-28 00:46:00,0.01899,0.01899,0.01897,0.01898,18.7917
2025-04-28 00:47:00,0.01898,0.01898,0.01898,0.01898,9.7293
2025-04-28 00:48:00,0.01899,0.01899,0.01899,0.01899,17.2776
